,runs,strike_rate,performance,batting_performance,
876,64,94.12,6023.68,1,good
877,30,69.77,2093.1,0,poor
878,23,69.7,1603.1,0,poor
879,46,92,4232,1,good
880,10,62.5,625,0,poor
881,31,96.88,3003.28,1,good
882,6,100,600,0,poor
883,42,168,7056,1,good
884,42,175,7350,1,good
885,0,0,0,0,poor
886,1,100,100,0,poor
887,16,66.67,1066.72,0,poor
888,40,83.33,3333.2,1,good
889,58,86.57,5021.06,1,good
890,44,77.19,3396.36,1,good
891,5,35.71,178.55,0,poor
892,47,106.82,5020.54,1,good
893,32,123.08,3938.56,1,good
894,6,120,720,0,poor
895,16,133.33,2133.28,0,poor
896,6,200,1200,0,poor
897,7,53.85,376.95,0,poor
898,59,95.16,5614.44,1,good
899,0,0,0,0,poor
900,14,100,1400,0,poor
901,36,67.92,2445.12,0,poor
902,44,86.27,3795.88,1,good
903,1,9.09,9.09,0,poor
904,22,146.67,3226.74,1,good
905,2,33.33,66.66,0,poor
906,4,33.33,133.32,0,poor
907,19,70.37,1337.03,0,poor
908,8,100,800,0,poor
909,8,114.29,914.32,0,poor
910,51,65.38,3334.38,1,good
911,5,41.67,208.35,0,poor
912,74,79.57,5888.18,1,good
913,38,82.61,3139.18,1,good
914,1,14.29,14.29,0,poor
915,27,103.85,2803.95,1,good
916,0,0,0,0,poor
917,2,18.18,36.36,0,poor
918,0,0,0,0,poor
919,47,114.63,5387.61,1,good
920,45,65.22,2934.9,1,good
921,22,45.83,1008.26,0,poor
922,64,91.43,5851.52,1,good
923,1,16.67,16.67,0,poor
924,8,25.81,206.48,0,poor
925,14,107.69,1507.66,0,poor
926,3,60,180,0,poor
927,0,0,0,0,poor
928,19,135.71,2578.49,1,good
929,20,111.11,2222.2,0,poor
930,3,27.27,81.81,0,poor
931,8,57.14,457.12,0,poor
932,13,46.43,603.59,0,poor
933,6,75,450,0,poor
934,3,20,60,0,poor
935,7,31.82,222.74,0,poor
936,0,0,0,0,poor
937,80,140.35,11228,2,best
938,30,62.5,1875,0,poor
939,0,0,0,0,poor
940,8,114.29,914.32,0,poor
941,8,50,400,0,poor
942,128,111.3,14246.4,2,best
943,9,64.29,578.61,0,poor
944,60,61.86,3711.6,1,good
945,56,143.59,8041.04,2,best
946,0,0,0,0,poor
947,13,144.44,1877.72,0,poor
948,106,85.48,9060.88,2,best
949,18,58.06,1045.08,0,poor
950,9,60,540,0,poor
951,64,91.43,5851.52,1,good
952,20,76.92,1538.4,0,poor
953,22,115.79,2547.38,1,good
954,14,53.85,753.9,0,poor
955,102,92.73,9458.46,2,best
956,67,103.08,6906.36,1,good
957,13,68.42,889.46,0,poor
958,55,110,6050,1,good
959,6,66.67,400.02,0,poor
960,2,100,200,0,poor
961,19,100,1900,0,poor
962,64,79.01,5056.64,1,good
963,38,69.09,2625.42,1,good
964,103,122.62,12629.86,2,best
965,9,75,675,0,poor
966,0,0,0,0,poor
967,6,33.33,199.98,0,poor
968,12,92.31,1107.72,0,poor
969,9,75,675,0,poor
970,11,61.11,672.21,0,poor
971,5,250,1250,0,poor
972,33,67.35,2222.55,0,poor
973,5,31.25,156.25,0,poor
974,76,74.51,5662.76,1,good
975,14,100,1400,0,poor
976,26,63.41,1648.66,0,poor
977,45,109.76,4939.2,1,good
978,17,106.25,1806.25,0,poor
979,19,82.61,1569.59,0,poor
980,0,0,0,0,poor
981,33,55,1815,0,poor
982,2,40,80,0,poor
983,0,0,0,0,poor
984,24,63.16,1515.84,0,poor
985,74,71.84,5316.16,1,good
986,44,84.62,3723.28,1,good
987,15,65.22,978.3,0,poor
988,7,116.67,816.69,0,poor
989,42,113.51,4767.42,1,good
990,101,93.52,9445.52,2,best
991,0,0,0,0,poor
992,75,80.65,6048.75,1,good
993,13,72.22,938.86,0,poor
994,16,123.08,1969.28,0,poor
995,6,66.67,400.02,0,poor
996,0,0,0,0,poor
997,24,46.15,1107.6,0,poor
998,8,33.33,266.64,0,poor
999,39,63.93,2493.27,0,poor
1000,30,56.6,1698,0,poor
1001,5,100,500,0,poor
1002,31,70.45,2183.95,0,poor
1003,42,123.53,5188.26,1,good
1004,3,21.43,64.29,0,poor
1005,18,200,3600,1,good
1006,0,0,0,0,poor
1007,33,82.5,2722.5,1,good
1008,8,61.54,492.32,0,poor
1009,35,85.37,2987.95,1,good
1010,18,85.71,1542.78,0,poor
1011,8,100,800,0,poor
1012,0,0,0,0,poor
1013,2,33.33,66.66,0,poor
1014,11,100,1100,0,poor
1015,10,62.5,625,0,poor
1016,4,80,320,0,poor
1017,10,27.03,270.3,0,poor
1018,88,87.13,7667.44,2,best
1019,40,59.7,2388,0,poor
1020,2,25,50,0,poor
1021,30,85.71,2571.3,1,good
1022,43,130.3,5602.9,1,good
1023,14,155.56,2177.84,0,poor
1024,0,0,0,0,poor
1025,2,100,200,0,poor
1026,7,116.67,816.69,0,poor
1027,7,43.75,306.25,0,poor
1028,2,18.18,36.36,0,poor
1029,13,56.52,734.76,0,poor
1030,12,36.36,436.32,0,poor
1031,6,40,240,0,poor
1032,11,91.67,1008.37,0,poor
1033,2,22.22,44.44,0,poor
1034,5,38.46,192.3,0,poor
1035,0,0,0,0,poor
1036,0,0,0,0,poor
1037,2,33.33,66.66,0,poor
1038,71,65.14,4624.94,1,good
1039,19,126.67,2406.73,0,poor
1040,112,107.69,12061.28,2,best
1041,7,50,350,0,poor
1042,30,100,3000,1,good
1043,16,114.29,1828.64,0,poor
1044,9,128.57,1157.13,0,poor
1045,0,0,0,0,poor
1046,12,240,2880,1,good
1047,4,400,1600,0,poor
1048,0,0,0,0,poor
1049,28,121.74,3408.72,1,good
1050,19,65.52,1244.88,0,poor
1051,2,15.38,30.76,0,poor
1052,53,58.89,3121.17,1,good
1053,60,59.41,3564.6,1,good
1054,42,123.53,5188.26,1,good
1055,34,103.03,3503.02,1,good
1056,40,86.96,3478.4,1,good
1057,88,104.76,9218.88,2,best
1058,10,62.5,625,0,poor
1059,5,62.5,312.5,0,poor
1060,13,100,1300,0,poor
1061,15,57.69,865.35,0,poor
1062,1,33.33,33.33,0,poor
1063,6,120,720,0,poor
1064,0,0,0,0,poor
1065,6,150,900,0,poor
1066,7,77.78,544.46,0,poor
1067,86,95.56,8218.16,2,best
1068,7,77.78,544.46,0,poor
1069,36,73.47,2644.92,1,good
1070,48,68.57,3291.36,1,good
1071,34,89.47,3041.98,1,good
1072,25,166.67,4166.75,1,good
1073,0,0,0,0,poor
1074,9,150,1350,0,poor
1075,2,33.33,66.66,0,poor
1076,0,0,0,0,poor
1077,37,148,5476,1,good
1078,30,125,3750,1,good
1079,36,156.52,5634.72,1,good
1080,2,25,50,0,poor
1081,22,59.46,1308.12,0,poor
1082,58,71.6,4152.8,1,good
1083,30,65.22,1956.6,0,poor
1084,13,81.25,1056.25,0,poor
1085,1,25,25,0,poor
1086,0,0,0,0,poor
1087,0,0,0,0,poor
1088,18,78.26,1408.68,0,poor
1089,6,42.86,257.16,0,poor
1090,25,62.5,1562.5,0,poor
1091,63,95.45,6013.35,1,good
1092,6,42.86,257.16,0,poor
1093,89,104.71,9319.19,2,best
1094,13,130,1690,0,poor
1095,39,260,10140,2,best
1096,3,100,300,0,poor
1097,27,90,2430,0,poor
1098,13,130,1690,0,poor
1099,11,68.75,756.25,0,poor
1100,67,90.54,6066.18,1,good
1101,93,80.87,7520.91,2,best
1102,1,16.67,16.67,0,poor
1103,3,42.86,128.58,0,poor
1104,65,180.56,11736.4,2,best
1105,5,83.33,416.65,0,poor
1106,0,0,0,0,poor
1107,14,82.35,1152.9,0,poor
1108,50,90.91,4545.5,1,good
1109,2,40,80,0,poor
1110,26,81.25,2112.5,0,poor
1111,0,0,0,0,poor
1112,28,52.83,1479.24,0,poor
1113,18,81.82,1472.76,0,poor
1114,13,100,1300,0,poor
1115,43,119.44,5135.92,1,good
1116,5,38.46,192.3,0,poor
1117,23,71.88,1653.24,0,poor
1118,12,57.14,685.68,0,poor
1119,29,107.41,3114.89,1,good
1120,5,62.5,312.5,0,poor
1121,0,0,0,0,poor
1122,0,0,0,0,poor
1123,0,0,0,0,poor
1124,35,116.67,4083.45,1,good
1125,61,70.93,4326.73,1,good
1126,4,36.36,145.44,0,poor
1127,92,91.09,8380.28,2,best
1128,13,92.86,1207.18,0,poor
1129,1,50,50,0,poor
1130,10,90.91,909.1,0,poor
1131,10,76.92,769.2,0,poor
1132,30,107.14,3214.2,1,good
1133,4,66.67,266.68,0,poor
1134,53,66.25,3511.25,1,good
1135,0,0,0,0,poor
1136,118,95.16,11228.88,2,best
1137,10,71.43,714.3,0,poor
1138,2,25,50,0,poor
1139,2,28.57,57.14,0,poor
1140,1,25,25,0,poor
1141,29,90.63,2628.27,1,good
1142,7,58.33,408.31,0,poor
1143,0,0,0,0,poor
1144,0,0,0,0,poor
1145,34,103.03,3503.02,1,good
1146,9,69.23,623.07,0,poor
1147,2,40,80,0,poor
1148,75,110.29,8271.75,2,best
1149,59,85.51,5045.09,1,good
1150,29,100,2900,1,good
1151,11,110,1210,0,poor
1152,0,0,0,0,poor
1153,4,33.33,133.32,0,poor
1154,12,80,960,0,poor
1155,4,40,160,0,poor
1156,35,145.83,5104.05,1,good
1157,5,16.13,80.65,0,poor
1158,32,96.97,3103.04,1,good
1159,139,119.83,16656.37,2,best
1160,52,68.42,3557.84,1,good
1161,6,120,720,0,poor
1162,0,0,0,0,poor
1163,0,0,0,0,poor
1164,88,89.8,7902.4,2,best
1165,59,79.73,4704.07,1,good
1166,2,50,100,0,poor
1167,55,94.83,5215.65,1,good
1168,33,137.5,4537.5,1,good
1169,4,66.67,266.68,0,poor
1170,27,122.73,3313.71,1,good
1171,30,214.29,6428.7,1,good
1172,26,113.04,2939.04,1,good
1173,9,90,810,0,poor
1174,67,72.04,4826.68,1,good
1175,77,96.25,7411.25,2,best
1176,23,121.05,2784.15,1,good
1177,0,0,0,0,poor
1178,63,101.61,6401.43,1,good
1179,0,0,0,0,poor
1180,37,82.22,3042.14,1,good
1181,62,131.91,8178.42,2,best
1182,12,120,1440,0,poor
1183,8,80,640,0,poor
1184,22,275,6050,1,good
1185,2,66.67,133.34,0,poor
1186,16,76.19,1219.04,0,poor
1187,31,75.61,2343.91,0,poor
1188,86,81.9,7043.4,1,good
1189,44,88,3872,1,good
1190,51,85,4335,1,good
1191,19,90.48,1719.12,0,poor
1192,35,112.9,3951.5,1,good
1193,0,0,0,0,poor
1194,91,73.98,6732.18,1,good
1195,2,66.67,133.34,0,poor
1196,40,52.63,2105.2,0,poor
1197,8,42.11,336.88,0,poor
1198,12,80,960,0,poor
1199,27,158.82,4288.14,1,good
1200,0,0,0,0,poor
1201,5,100,500,0,poor
1202,0,0,0,0,poor
1203,5,33.33,166.65,0,poor
1204,68,64.76,4403.68,1,good
1205,112,100,11200,2,best
1206,20,166.67,3333.4,1,good
1207,1,20,20,0,poor
1208,35,112.9,3951.5,1,good
1209,16,160,2560,1,good
1210,12,109.09,1309.08,0,poor
1211,28,127.27,3563.56,1,good
1212,101,81.45,8226.45,2,best
1213,33,66,2178,0,poor
1214,20,74.07,1481.4,0,poor
1215,55,110,6050,1,good
1216,54,207.69,11215.26,2,best
1217,0,0,0,0,poor
1218,1,100,100,0,poor
1219,5,62.5,312.5,0,poor
1220,19,45.24,859.56,0,poor
1221,4,26.67,106.68,0,poor
1222,104,97.2,10108.8,2,best
1223,15,45.45,681.75,0,poor
1224,23,46,1058,0,poor
1225,23,92,2116,0,poor
1226,0,0,0,0,poor
1227,6,150,900,0,poor
1228,7,63.64,445.48,0,poor
1229,5,125,625,0,poor
1230,21,55.26,1160.46,0,poor
1231,116,91.34,10595.44,2,best
1232,38,92.68,3521.84,1,good
1233,27,93.1,2513.7,1,good
1234,39,84.78,3306.42,1,good
1235,2,40,80,0,poor
1236,5,31.25,156.25,0,poor
1237,44,77.19,3396.36,1,good
1238,76,91.57,6959.32,1,good
1239,94,114.63,10775.22,2,best
1240,0,0,0,0,poor
1241,19,61.29,1164.51,0,poor
1242,5,83.33,416.65,0,poor
1243,12,120,1440,0,poor
1244,4,57.14,228.56,0,poor
1245,1,33.33,33.33,0,poor
1246,0,0,0,0,poor
1247,45,69.23,3115.35,1,good
1248,116,109.43,12693.88,2,best
1249,9,52.94,476.46,0,poor
1250,30,103.45,3103.5,1,good
1251,3,75,225,0,poor
1252,18,105.88,1905.84,0,poor
1253,0,0,0,0,poor
1254,0,0,0,0,poor
1255,12,92.31,1107.72,0,poor
1256,3,75,225,0,poor
1257,0,0,0,0,poor
1258,29,67.44,1955.76,0,poor
1259,21,58.33,1224.93,0,poor
1260,81,122.73,9941.13,2,best
1261,9,50,450,0,poor
1262,26,76.47,1988.22,0,poor
1263,9,75,675,0,poor
1264,3,37.5,112.5,0,poor
1265,2,50,100,0,poor
1266,2,15.38,30.76,0,poor
1267,1,20,20,0,poor
1268,3,60,180,0,poor
1269,30,73.17,2195.1,0,poor
1270,81,82.65,6694.65,1,good
1271,113,107.62,12161.06,2,best
1272,14,100,1400,0,poor
1273,1,33.33,33.33,0,poor
1274,5,33.33,166.65,0,poor
1275,20,166.67,3333.4,1,good
1276,12,100,1200,0,poor
1277,65,108.33,7041.45,1,good
1278,24,58.54,1404.96,0,poor
1279,39,102.63,4002.57,1,good
1280,0,0,0,0,poor
1281,14,66.67,933.38,0,poor
1282,46,88.46,4069.16,1,good
1283,4,100,400,0,poor
1284,10,47.62,476.2,0,poor
1285,13,68.42,889.46,0,poor
1286,0,0,0,0,poor
1287,7,41.18,288.26,0,poor
1288,0,0,0,0,poor
1289,0,0,0,0,poor
1290,7,53.85,376.95,0,poor
1291,23,71.88,1653.24,0,poor
1292,100,83.33,8333,2,best
1293,44,54.32,2390.08,0,poor
1294,9,52.94,476.46,0,poor
1295,47,180.77,8496.19,2,best
1296,52,66.67,3466.84,1,good
1297,161,110.27,17753.47,2,best
1298,105,138.16,14506.8,2,best
1299,139,97.2,13510.8,2,best
1300,44,80,3520,1,good
1301,117,136.05,15917.85,2,best
1302,1,20,20,0,poor
1303,62,103.33,6406.46,1,good
1304,104,97.2,10108.8,2,best
1305,19,86.36,1640.84,0,poor
1306,35,112.9,3951.5,1,good
1307,52,216.67,11266.84,2,best
1308,8,266.67,2133.36,0,poor
1309,4,80,320,0,poor
1310,9,81.82,736.38,0,poor
1311,7,87.5,612.5,0,poor
1312,0,0,0,0,poor
1313,4,19.05,76.2,0,poor
1314,104,105.05,10925.2,2,best
1315,124,130.53,16185.72,2,best
1316,2,33.33,66.66,0,poor
1317,51,242.86,12385.86,2,best
1318,24,184.62,4430.88,1,good
1319,7,63.64,445.48,0,poor
1320,3,60,180,0,poor
1321,18,105.88,1905.84,0,poor
1322,1,33.33,33.33,0,poor
1323,12,133.33,1599.96,0,poor
1324,3,30,90,0,poor
1325,0,0,0,0,poor
1326,45,46.88,2109.6,0,poor
1327,41,85.42,3502.22,1,good
1328,4,25,100,0,poor
1329,19,59.38,1128.22,0,poor
1330,0,0,0,0,poor
1331,1,50,50,0,poor
1332,0,0,0,0,poor
1333,2,40,80,0,poor
1334,3,50,150,0,poor
1335,26,74.29,1931.54,0,poor
1336,38,58.46,2221.48,0,poor
1337,23,100,2300,0,poor
1338,20,74.07,1481.4,0,poor
1339,38,70.37,2674.06,1,good
1340,65,95.59,6213.35,1,good
1341,1,33.33,33.33,0,poor
1342,22,104.76,2304.72,0,poor
1343,0,0,0,0,poor
1344,4,100,400,0,poor
1345,68,272,18496,2,best
1346,47,74.6,3506.2,1,good
1347,28,77.78,2177.84,0,poor
1348,8,72.73,581.84,0,poor
1349,4,50,200,0,poor
1350,48,76.19,3657.12,1,good
1351,26,92.86,2414.36,0,poor
1352,33,117.86,3889.38,1,good
1353,15,68.18,1022.7,0,poor
1354,2,40,80,0,poor
1355,20,111.11,2222.2,0,poor
1356,14,66.67,933.38,0,poor
1357,56,83.58,4680.48,1,good
1358,16,76.19,1219.04,0,poor
1359,4,30.77,123.08,0,poor
1360,18,60,1080,0,poor
1361,12,36.36,436.32,0,poor
1362,2,66.67,133.34,0,poor
1363,19,61.29,1164.51,0,poor
1364,6,75,450,0,poor
1365,3,100,300,0,poor
1366,0,0,0,0,poor
1367,50,84.75,4237.5,1,good
1368,90,71.43,6428.7,1,good
1369,12,52.17,626.04,0,poor
1370,20,95.24,1904.8,0,poor
1371,18,64.29,1157.22,0,poor
1372,19,172.73,3281.87,1,good
1373,14,107.69,1507.66,0,poor
1374,17,130.77,2223.09,0,poor
1375,1,33.33,33.33,0,poor
1376,0,0,0,0,poor
1377,116,106.42,12344.72,2,best
1378,62,88.57,5491.34,1,good
1379,30,100,3000,1,good
1380,29,116,3364,1,good
1381,70,175,12250,2,best
1382,52,200,10400,2,best
1383,14,87.5,1225,0,poor
1384,59,184.38,10878.42,2,best
1385,17,85,1445,0,poor
1386,13,76.47,994.11,0,poor
1387,12,66.67,800.04,0,poor
1388,7,87.5,612.5,0,poor
1389,0,0,0,0,poor
1390,7,53.85,376.95,0,poor
1391,21,105,2205,0,poor
1392,0,0,0,0,poor
1393,1,25,25,0,poor
1394,99,107.61,10653.39,2,best
1395,17,130.77,2223.09,0,poor
1396,81,85.26,6906.06,1,good
1397,15,75,1125,0,poor
1398,50,106.38,5319,1,good
1399,21,110.53,2321.13,0,poor
1400,21,61.76,1296.96,0,poor
1401,23,65.71,1511.33,0,poor
1402,27,81.82,2209.14,0,poor
1403,17,130.77,2223.09,0,poor
1404,11,73.33,806.63,0,poor
1405,8,72.73,581.84,0,poor
1406,9,90,810,0,poor
1407,1,5.26,5.26,0,poor
1408,5,31.25,156.25,0,poor
1409,0,0,0,0,poor
1410,66,80.49,5312.34,1,good
1411,8,33.33,266.64,0,poor
1412,58,79.45,4608.1,1,good
1413,4,50,200,0,poor
1414,13,44.83,582.79,0,poor
1415,8,88.89,711.12,0,poor
1416,17,68,1156,0,poor
1417,7,63.64,445.48,0,poor
1418,1,20,20,0,poor
1419,9,37.5,337.5,0,poor
1420,17,77.27,1313.59,0,poor
1421,12,85.71,1028.52,0,poor
1422,12,120,1440,0,poor
1423,19,79.17,1504.23,0,poor
1424,0,0,0,0,poor
1425,9,75,675,0,poor
1426,7,43.75,306.25,0,poor
1427,65,144.44,9388.6,2,best
1428,91,98.91,9000.81,2,best
1429,87,84.47,7348.89,1,good
1430,27,69.23,1869.21,0,poor
1431,15,41.67,625.05,0,poor
1432,5,125,625,0,poor
1433,2,66.67,133.34,0,poor
1434,50,76.92,3846,1,good
1435,95,81.9,7780.5,2,best
1436,15,115.38,1730.7,0,poor
1437,39,177.27,6913.53,1,good
1438,10,125,1250,0,poor
1439,15,107.14,1607.1,0,poor
1440,0,0,0,0,poor
1441,0,0,0,0,poor
1442,32,84.21,2694.72,1,good
1443,9,81.82,736.38,0,poor
1444,51,86.44,4408.44,1,good
1445,100,93.46,9346,2,best
1446,49,92.45,4530.05,1,good
1447,42,221.05,9284.1,2,best
1448,0,0,0,0,poor
1449,7,116.67,816.69,0,poor
1450,3,100,300,0,poor
1451,135,105.47,14238.45,2,best
1452,63,80.77,5088.51,1,good
1453,95,206.52,19619.4,2,best
1454,1,50,50,0,poor
1455,29,181.25,5256.25,1,good
1456,24,133.33,3199.92,1,good
1457,3,75,225,0,poor
1458,8,114.29,914.32,0,poor
1459,1,100,100,0,poor
1460,0,0,0,0,poor
1461,24,104.35,2504.4,0,poor
1462,9,90,810,0,poor
1463,17,121.43,2064.31,0,poor
1464,37,66.07,2444.59,0,poor
1465,73,66.97,4888.81,1,good
1466,59,210.71,12431.89,2,best
1467,3,75,225,0,poor
1468,20,105.26,2105.2,0,poor
1469,31,103.33,3203.23,1,good
1470,7,87.5,612.5,0,poor
1471,37,82.22,3042.14,1,good
1472,22,104.76,2304.72,0,poor
1473,0,0,0,0,poor
1474,52,60.47,3144.44,1,good
1475,44,81.48,3585.12,1,good
1476,2,33.33,66.66,0,poor
1477,53,108.16,5732.48,1,good
1478,2,66.67,133.34,0,poor
1479,26,96.3,2503.8,0,poor
1480,9,36,324,0,poor
1481,1,50,50,0,poor
1482,53,80.3,4255.9,1,good
1483,62,80.52,4992.24,1,good
1484,56,83.58,4680.48,1,good
1485,2,40,80,0,poor
1486,40,121.21,4848.4,1,good
1487,2,25,50,0,poor
1488,9,81.82,736.38,0,poor
1489,3,75,225,0,poor
1490,2,100,200,0,poor
1491,1,100,100,0,poor
1492,62,96.88,6006.56,1,good
1493,77,120.31,9263.87,2,best
1494,63,123.53,7782.39,2,best
1495,67,124.07,8312.69,2,best
1496,9,112.5,1012.5,0,poor
1497,19,190,3610,1,good
1498,6,40,240,0,poor
1499,48,106.67,5120.16,1,good
1500,22,64.71,1423.62,0,poor
1501,53,80.3,4255.9,1,good
1502,13,86.67,1126.71,0,poor
1503,0,0,0,0,poor
1504,22,75.86,1668.92,0,poor
1505,5,29.41,147.05,0,poor
1506,10,43.48,434.8,0,poor
1507,7,87.5,612.5,0,poor
1508,1,33.33,33.33,0,poor
1509,1,50,50,0,poor
1510,22,81.48,1792.56,0,poor
1511,67,70.53,4725.51,1,good
1512,80,67.8,5424,1,good
1513,0,0,0,0,poor
1514,2,33.33,66.66,0,poor
1515,19,73.08,1388.52,0,poor
1516,21,150,3150,1,good
1517,10,166.67,1666.7,0,poor
1518,2,100,200,0,poor
1519,2,25,50,0,poor
1520,10,90.91,909.1,0,poor
1521,69,100,6900,1,good
1522,48,71.64,3438.72,1,good
1523,57,95,5415,1,good
1524,7,70,490,0,poor
1525,54,101.89,5502.06,1,good
1526,12,200,2400,0,poor
1527,2,200,400,0,poor
1528,5,125,625,0,poor
1529,2,50,100,0,poor
1530,5,100,500,0,poor
1531,42,64.62,2714.04,1,good
1532,4,200,800,0,poor
1533,102,78.46,8002.92,2,best
1534,2,50,100,0,poor
1535,12,40,480,0,poor
1536,11,55,605,0,poor
1537,9,90,810,0,poor
1538,3,42.86,128.58,0,poor
1539,17,80.95,1376.15,0,poor
1540,1,50,50,0,poor
1541,76,87.36,6639.36,1,good
1542,0,0,0,0,poor
1543,1,12.5,12.5,0,poor
1544,5,35.71,178.55,0,poor
1545,40,56.34,2253.6,0,poor
1546,7,43.75,306.25,0,poor
1547,6,42.86,257.16,0,poor
1548,13,50,650,0,poor
1549,24,61.54,1476.96,0,poor
1550,18,85.71,1542.78,0,poor
1551,1,50,50,0,poor
1552,34,72.34,2459.56,0,poor
1553,39,97.5,3802.5,1,good
1554,33,91.67,3025.11,1,good
1555,1,33.33,33.33,0,poor
1556,15,60,900,0,poor
1557,14,51.85,725.9,0,poor
1558,13,76.47,994.11,0,poor
1559,32,84.21,2694.72,1,good
1560,5,71.43,357.15,0,poor
1561,0,0,0,0,poor
1562,0,0,0,0,poor
1563,78,104,8112,2,best
1564,21,77.78,1633.38,0,poor
1565,41,107.89,4423.49,1,good
1566,12,150,1800,0,poor
1567,3,30,90,0,poor
1568,4,36.36,145.44,0,poor
1569,28,62.22,1742.16,0,poor
1570,4,66.67,266.68,0,poor
1571,12,26.67,320.04,0,poor
1572,18,72,1296,0,poor
1573,31,52.54,1628.74,0,poor
1574,45,112.5,5062.5,1,good
1575,16,123.08,1969.28,0,poor
1576,0,0,0,0,poor
1577,0,0,0,0,poor
1578,58,96.67,5606.86,1,good
1579,7,100,700,0,poor
1580,94,88.68,8335.92,2,best
1581,94,128.77,12104.38,2,best
1582,9,75,675,0,poor
1583,26,136.84,3557.84,1,good
1584,6,85.71,514.26,0,poor
1585,24,150,3600,1,good
1586,0,0,0,0,poor
1587,14,107.69,1507.66,0,poor
1588,16,100,1600,0,poor
1589,57,79.17,4512.69,1,good
1590,57,58.16,3315.12,1,good
1591,16,64,1024,0,poor
1592,1,25,25,0,poor
1593,5,83.33,416.65,0,poor
1594,62,65.96,4089.52,1,good
1595,22,40,880,0,poor
1596,6,37.5,225,0,poor
1597,28,52.83,1479.24,0,poor
1598,10,111.11,1111.1,0,poor
1599,17,106.25,1806.25,0,poor
1600,8,50,400,0,poor
1601,3,25,75,0,poor
1602,2,20,40,0,poor
1603,25,113.64,2841,1,good
1604,26,86.67,2253.42,0,poor
1605,20,90.91,1818.2,0,poor
1606,36,78.26,2817.36,1,good
1607,1,20,20,0,poor
1608,18,75,1350,0,poor
1609,14,100,1400,0,poor
1610,26,74.29,1931.54,0,poor
1611,12,60,720,0,poor
1612,2,40,80,0,poor
1613,0,0,0,0,poor
1614,74,92.5,6845,1,good
1615,31,68.89,2135.59,0,poor
1616,4,57.14,228.56,0,poor
1617,4,28.57,114.28,0,poor
1618,16,64,1024,0,poor
1619,2,14.29,28.58,0,poor
1620,18,69.23,1246.14,0,poor
1621,0,0,0,0,poor
1622,0,0,0,0,poor
1623,5,71.43,357.15,0,poor
1624,0,0,0,0,poor
1625,58,123.4,7157.2,1,good
1626,119,132.22,15734.18,2,best
1627,29,85.29,2473.41,0,poor
1628,58,113.73,6596.34,1,good
1629,5,35.71,178.55,0,poor
1630,38,122.58,4658.04,1,good
1631,1,50,50,0,poor
1632,1,33.33,33.33,0,poor
1633,6,75,450,0,poor
1634,1,14.29,14.29,0,poor
1635,1,50,50,0,poor
1636,39,205.26,8005.14,2,best
1637,7,63.64,445.48,0,poor
1638,1,14.29,14.29,0,poor
1639,10,111.11,1111.1,0,poor
1640,11,57.89,636.79,0,poor
1641,114,97.44,11108.16,2,best
1642,56,90.32,5057.92,1,good
1643,7,70,490,0,poor
1644,7,38.89,272.23,0,poor
1645,20,71.43,1428.6,0,poor
1646,0,0,0,0,poor
1647,19,65.52,1244.88,0,poor
1648,4,23.53,94.12,0,poor
1649,59,84.29,4973.11,1,good
1650,24,60,1440,0,poor
1651,22,88,1936,0,poor
1652,31,96.88,3003.28,1,good
1653,55,157.14,8642.7,2,best
1654,8,88.89,711.12,0,poor
1655,3,42.86,128.58,0,poor
1656,0,0,0,0,poor
1657,9,81.82,736.38,0,poor
1658,65,85.53,5559.45,1,good
1659,102,95.33,9723.66,2,best
1660,24,80,1920,0,poor
1661,39,139.29,5432.31,1,good
1662,30,100,3000,1,good
1663,9,150,1350,0,poor
1664,9,112.5,1012.5,0,poor
1665,2,100,200,0,poor
1666,0,0,0,0,poor
1667,0,0,0,0,poor
1668,34,89.47,3041.98,1,good
1669,35,100,3500,1,good
1670,54,71.05,3836.7,1,good
1671,21,60,1260,0,poor
1672,12,75,900,0,poor
1673,34,77.27,2627.18,1,good
1674,52,130,6760,1,good
1675,1,33.33,33.33,0,poor
1676,15,136.36,2045.4,0,poor
1677,1,100,100,0,poor
1678,2,200,400,0,poor
1679,41,124.24,5093.84,1,good
1680,57,82.61,4708.77,1,good
1681,11,110,1210,0,poor
1682,12,57.14,685.68,0,poor
1683,0,0,0,0,poor
1684,44,66.67,2933.48,1,good
1685,4,30.77,123.08,0,poor
1686,13,65,845,0,poor
1687,0,0,0,0,poor
1688,1,50,50,0,poor
1689,5,41.67,208.35,0,poor
1690,7,38.89,272.23,0,poor
1691,76,105.56,8022.56,2,best
1692,89,95.7,8517.3,2,best
1693,47,106.82,5020.54,1,good
1694,52,115.56,6009.12,1,good
1695,34,161.9,5504.6,1,good
1696,73,84.88,6196.24,1,good
1697,13,65,845,0,poor
1698,27,93.1,2513.7,1,good
1699,0,0,0,0,poor
1700,39,72.22,2816.58,1,good
1701,1,16.67,16.67,0,poor
1702,27,61.36,1656.72,0,poor
1703,1,20,20,0,poor
1704,26,76.47,1988.22,0,poor
1705,9,64.29,578.61,0,poor
1706,1,33.33,33.33,0,poor
1707,10,76.92,769.2,0,poor
1708,60,77.92,4675.2,1,good
1709,86,107.5,9245,2,best
1710,79,108.22,8549.38,2,best
1711,43,143.33,6163.19,1,good
1712,28,107.69,3015.32,1,good
1713,1,100,100,0,poor
1714,35,64.81,2268.35,0,poor
